positionType,positionNum,publishTime,positionline,positionname,workLocation
职能类,1,2019-03-13,position_detail.php?id=47786&keywords=&tid=0&lid=0,S2-海外金融审计经理（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47787&keywords=&tid=0&lid=0,S2-采购风控经理,深圳
职能类,1,2019-03-13,position_detail.php?id=47788&keywords=&tid=0&lid=0,S2-TEG风控经理,深圳
职能类,1,2019-03-13,position_detail.php?id=47789&keywords=&tid=0&lid=0,S2-WXG风控经理(深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47790&keywords=&tid=0&lid=0,18302-剑灵IP手游本地化资深3D角色组长（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47780&keywords=&tid=0&lid=0,15614-天刀手游商业化运营（上海）,上海
技术类,1,2019-03-13,position_detail.php?id=47781&keywords=&tid=0&lid=0,18435-合规反洗钱岗,深圳
设计类,1,2019-03-13,position_detail.php?id=47782&keywords=&tid=0&lid=0,15569-魂斗罗3D特效设计师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47783&keywords=&tid=0&lid=0,PCG09-QQ看点用户画像系统开发工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47784&keywords=&tid=0&lid=0,30934-游戏海外市场推广高级经理（日韩/欧美）,深圳
产品/项目类,2,2019-03-13,position_detail.php?id=47785&keywords=&tid=0&lid=0,30934-资深大数据分析师 senior big data analyst（深圳总部）,深圳
市场类,1,2019-03-13,position_detail.php?id=47775&keywords=&tid=0&lid=0,25666-西南区域川藏拓展组泛企业线组长,成都
设计类,1,2019-03-13,position_detail.php?id=47776&keywords=&tid=0&lid=0,15611-WarSong 3D特效设计（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47777&keywords=&tid=0&lid=0,15611-WarSong3D动作设计（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47778&keywords=&tid=0&lid=0,PCG14-流量生态后台开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47779&keywords=&tid=0&lid=0,23674-腾讯新闻高级产品策划,北京
职能类,1,2019-03-13,position_detail.php?id=47769&keywords=&tid=0&lid=0,CDG-企业文化经理（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47770&keywords=&tid=0&lid=0,TA-职业培训经理（深圳）,深圳
职能类,2,2019-03-13,position_detail.php?id=47771&keywords=&tid=0&lid=0,TEG-培训经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47772&keywords=&tid=0&lid=0,15605-《一人之下》手游客户端开发高级工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47773&keywords=&tid=0&lid=0,TME-中央曲库数据挖掘/分析工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47774&keywords=&tid=0&lid=0,TME-中央曲库后台开发工程师,深圳
技术类,2,2019-03-13,position_detail.php?id=47764&keywords=&tid=0&lid=0,31504-高级服务改进经理,深圳
技术类,2,2019-03-13,position_detail.php?id=47765&keywords=&tid=0&lid=0,31504-高级开发工程师-视频方向,深圳
技术类,1,2019-03-13,position_detail.php?id=47766&keywords=&tid=0&lid=0,31504-高级开发工程-web方向,深圳
,1,2019-03-13,position_detail.php?id=47767&keywords=&tid=0&lid=0,14914-综合内容平台公关经理（深圳）,北京
职能类,1,2019-03-13,position_detail.php?id=47768&keywords=&tid=0&lid=0,21532-腾讯音乐秘书（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47759&keywords=&tid=0&lid=0,22989-网络项目管理高级经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47760&keywords=&tid=0&lid=0,22989-腾讯云Devops平台后台开发组长,深圳
技术类,2,2019-03-13,position_detail.php?id=47761&keywords=&tid=0&lid=0,31504-CallCenter主管,深圳
技术类,2,2019-03-13,position_detail.php?id=47762&keywords=&tid=0&lid=0,31504-网站备案运营经理,深圳
技术类,2,2019-03-13,position_detail.php?id=47763&keywords=&tid=0&lid=0,31504-高级服务运营经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47753&keywords=&tid=0&lid=0,18302-新动作手游后台开发工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47754&keywords=&tid=0&lid=0,30629-腾讯广告产品高级市场经理（微信广告）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47755&keywords=&tid=0&lid=0,22989-腾讯云存储产品高级产品运营经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47756&keywords=&tid=0&lid=0,31504-Linux后台开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47757&keywords=&tid=0&lid=0,31504-社交业务运维工程师,深圳
技术类,3,2019-03-13,position_detail.php?id=47758&keywords=&tid=0&lid=0,22989-腾讯云中间件高级web前端开发工程师（深圳）,深圳
技术类,3,2019-03-13,position_detail.php?id=47748&keywords=&tid=0&lid=0,20503-AI应用后台研发工程师,上海
技术类,1,2019-03-13,position_detail.php?id=47749&keywords=&tid=0&lid=0,PCG19-腾讯视频后台开发高级工程师（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47750&keywords=&tid=0&lid=0,PCG19-腾讯视频WEB前端开发工程师（北京）,北京
技术类,2,2019-03-13,position_detail.php?id=47751&keywords=&tid=0&lid=0,PCG19-腾讯视频后台开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47752&keywords=&tid=0&lid=0,18302-大IP新动作手游市场运营,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47742&keywords=&tid=0&lid=0,TME-全民K歌 海外产品经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47743&keywords=&tid=0&lid=0,S2-Java开发工程师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47744&keywords=&tid=0&lid=0,28096-TME-QQ音乐高级交互设计(深圳),深圳
技术类,2,2019-03-13,position_detail.php?id=47745&keywords=&tid=0&lid=0,CSIG07-运营开发工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47746&keywords=&tid=0&lid=0,CSIG07-WEB前端开发（企业安全方向）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47747&keywords=&tid=0&lid=0,CSIG07-企业安全项目经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47737&keywords=&tid=0&lid=0,15614-SLG手游运营负责人,上海
设计类,1,2019-03-13,position_detail.php?id=47738&keywords=&tid=0&lid=0,15614-次世代手游2D人物原画设计（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47739&keywords=&tid=0&lid=0,15614-SLG资深系统策划（上海）,上海
技术类,1,2019-03-13,position_detail.php?id=47740&keywords=&tid=0&lid=0,25927-WeTest 高级后台开发工程师（上海）,上海
技术类,1,2019-03-13,position_detail.php?id=47741&keywords=&tid=0&lid=0,PCG04-移动安全/移动渗透安全工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47730&keywords=&tid=0&lid=0,25667-行业渠道经理（投后）（深圳总部）,深圳
市场类,1,2019-03-13,position_detail.php?id=47731&keywords=&tid=0&lid=0,25667-行业渠道经理（投后）（北京）,北京
市场类,1,2019-03-13,position_detail.php?id=47732&keywords=&tid=0&lid=0,25667-政府行业渠道销售,北京
技术类,1,2019-03-13,position_detail.php?id=47733&keywords=&tid=0&lid=0,28994-区块链应用（高级）开发工程师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47736&keywords=&tid=0&lid=0,15614-UE4手游动画设计师（上海）,上海
市场类,1,2019-03-13,position_detail.php?id=47724&keywords=&tid=0&lid=0,25667-传统企业/工业渠道销售（北京）,北京
市场类,1,2019-03-13,position_detail.php?id=47725&keywords=&tid=0&lid=0,25667-高级商务拓展经理（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47726&keywords=&tid=0&lid=0,25667-高级商务拓展经理（海外）,深圳
技术类,1,2019-03-13,position_detail.php?id=47727&keywords=&tid=0&lid=0,28096-腾讯音乐测试开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47728&keywords=&tid=0&lid=0,28096-腾讯音乐后台开发工程师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47729&keywords=&tid=0&lid=0,25667-行业渠道烟草行业大客户经理（北京、上海、深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47717&keywords=&tid=0&lid=0,TEG02-自研交换机测试高级工程师（深圳）（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47718&keywords=&tid=0&lid=0,29777-金融云交付项目经理（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47719&keywords=&tid=0&lid=0,29777-金融云交付项目经理（上海）,上海
技术类,1,2019-03-13,position_detail.php?id=47720&keywords=&tid=0&lid=0,22989-物联网基础产品高级后台研发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47721&keywords=&tid=0&lid=0,22989- 物联网行业产品高级后台研发工程师,深圳
市场类,1,2019-03-13,position_detail.php?id=47723&keywords=&tid=0&lid=0,25667-传统企业/工业渠道销售（深圳总部）,深圳
技术类,2,2019-03-13,position_detail.php?id=47712&keywords=&tid=0&lid=0,TEG09-高级业务运维工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47713&keywords=&tid=0&lid=0,25928-应用开发工程师,深圳
技术类,2,2019-03-13,position_detail.php?id=47714&keywords=&tid=0&lid=0,TEG02-交换机系统研发工程师（深圳）（深圳总部）,深圳
技术类,2,2019-03-13,position_detail.php?id=47715&keywords=&tid=0&lid=0,TEG02-交换机系统研发工程师（深圳）（北京）,北京
技术类,2,2019-03-13,position_detail.php?id=47716&keywords=&tid=0&lid=0,TEG02-自研交换机测试高级工程师（深圳）（深圳总部）,深圳
内容编辑类,1,2019-03-13,position_detail.php?id=47707&keywords=&tid=0&lid=0,TME-腾讯音乐标签库管理（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47708&keywords=&tid=0&lid=0,TME-腾讯音乐python开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47709&keywords=&tid=0&lid=0,15569-Unity3D高级游戏引擎工程师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47710&keywords=&tid=0&lid=0,15569-QQ飞车手游高级UI交互设计师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47711&keywords=&tid=0&lid=0,15569-写实竞速3D场景美术设计师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47702&keywords=&tid=0&lid=0,24012-场景概念原画设计师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47703&keywords=&tid=0&lid=0,24012-H5游戏开发工程师（深圳）,深圳
技术类,3,2019-03-13,position_detail.php?id=47704&keywords=&tid=0&lid=0,TME-QQ音乐推荐算法工程师（深圳）,深圳
技术类,5,2019-03-13,position_detail.php?id=47705&keywords=&tid=0&lid=0,TME-全民K歌音频推荐算法工程师（深圳）,深圳
技术类,5,2019-03-13,position_detail.php?id=47706&keywords=&tid=0&lid=0,TME-全民K歌用户推荐算法工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47689&keywords=&tid=0&lid=0,PCG11-用户增长前端工程师,北京
内容编辑类,1,2019-03-13,position_detail.php?id=47690&keywords=&tid=0&lid=0,PCG15-网红经纪与运营,深圳
市场类,1,2019-03-13,position_detail.php?id=47698&keywords=&tid=0&lid=0,18434-数据营销/分析经理(深圳),深圳
职能类,1,2019-03-13,position_detail.php?id=47699&keywords=&tid=0&lid=0,21527-腾讯音乐Java开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47700&keywords=&tid=0&lid=0,GY0-【国际业务部】后台测试开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47701&keywords=&tid=0&lid=0,24012-资深游戏社交产品经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47683&keywords=&tid=0&lid=0,21087-DNF安全运营（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47684&keywords=&tid=0&lid=0,15575-《王者荣耀》后台开发高级工程师（成都）,成都
技术类,2,2019-03-13,position_detail.php?id=47685&keywords=&tid=0&lid=0,PCG11-智慧项目前端工程师,北京
技术类,1,2019-03-13,position_detail.php?id=47686&keywords=&tid=0&lid=0,PCG11-智慧项目后台工程师,北京
技术类,1,2019-03-13,position_detail.php?id=47688&keywords=&tid=0&lid=0,PCG11-后台开发工程师,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47676&keywords=&tid=0&lid=0,22989-腾讯云中间件产品运营经理（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47679&keywords=&tid=0&lid=0,23671-短视频后台开发工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47680&keywords=&tid=0&lid=0,23671-短视频前端开发工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47681&keywords=&tid=0&lid=0,27020-云计算开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47682&keywords=&tid=0&lid=0,21087-游戏版本管理（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47667&keywords=&tid=0&lid=0,21309-【在线教育】高级web前端开发工程师,深圳
市场类,1,2019-03-13,position_detail.php?id=47670&keywords=&tid=0&lid=0,27192-互娱市场与用户研究经理,深圳
职能类,1,2019-03-13,position_detail.php?id=47671&keywords=&tid=0&lid=0,18924-行政秘书（北京）,北京
职能类,1,2019-03-13,position_detail.php?id=47674&keywords=&tid=0&lid=0,IEG-招聘经理（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47662&keywords=&tid=0&lid=0,30634-腾讯广告商业内容项目开发工程师（上海）,上海
技术类,2,2019-03-13,position_detail.php?id=47663&keywords=&tid=0&lid=0,TEG15-计费系统后台测试高级工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47664&keywords=&tid=0&lid=0,21482-赛事/渠道运营经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47665&keywords=&tid=0&lid=0,TEG11-高级业务运维工程师（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47657&keywords=&tid=0&lid=0,CSIG17-图像识别评价优化高级工程师,武汉
产品/项目类,1,2019-03-13,position_detail.php?id=47658&keywords=&tid=0&lid=0,PCG14-AI声学高级产品策划（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47659&keywords=&tid=0&lid=0,PCG14-AI玩法策划产品经理,深圳
职能类,1,2019-03-13,position_detail.php?id=47660&keywords=&tid=0&lid=0,9615-CDG部门秘书（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47661&keywords=&tid=0&lid=0,9615-CDG 高级秘书（北京）,北京
产品/项目类,1,2019-03-13,position_detail.php?id=47649&keywords=&tid=0&lid=0,CS-腾讯公益产品经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47650&keywords=&tid=0&lid=0,15573-手游客户端开发高级工程师（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47651&keywords=&tid=0&lid=0,18402-RPG手游数据分析（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47652&keywords=&tid=0&lid=0,21227-游戏市场与社区运营管理,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47655&keywords=&tid=0&lid=0,21557-高级项目经理（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47656&keywords=&tid=0&lid=0,CSIG17-AI开放平台高级测试工程师,深圳
技术类,2,2019-03-13,position_detail.php?id=47644&keywords=&tid=0&lid=0,31498-游戏AI研发工程师,深圳
技术类,2,2019-03-13,position_detail.php?id=47645&keywords=&tid=0&lid=0,31498-技术美术,深圳
职能类,1,2019-03-13,position_detail.php?id=47646&keywords=&tid=0&lid=0,FWZ-微信维权法务（广州）,广州
技术类,1,2019-03-13,position_detail.php?id=47647&keywords=&tid=0&lid=0,TEG05-Linux后台开发工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47648&keywords=&tid=0&lid=0,TEG05-Linux后台开发工程师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47637&keywords=&tid=0&lid=0,23292-互娱视觉设计师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47638&keywords=&tid=0&lid=0,23295-互娱前端工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47639&keywords=&tid=0&lid=0,HY6-互娱平台赛事产品运营经理,深圳
技术类,5,2019-03-13,position_detail.php?id=47640&keywords=&tid=0&lid=0,31498-游戏客户端研发工程师,深圳
技术类,2,2019-03-13,position_detail.php?id=47641&keywords=&tid=0&lid=0,31498-游戏服务器研发工程师,深圳
技术类,5,2019-03-13,position_detail.php?id=47643&keywords=&tid=0&lid=0,31498-游戏引擎研发工程师,深圳
职能类,1,2019-03-13,position_detail.php?id=47632&keywords=&tid=0&lid=0,18924-行政秘书（广州）,广州
职能类,2,2019-03-13,position_detail.php?id=47633&keywords=&tid=0&lid=0,18924-部门秘书（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47634&keywords=&tid=0&lid=0,18924-行政秘书（成都）,成都
技术类,1,2019-03-13,position_detail.php?id=47635&keywords=&tid=0&lid=0,WXG08-121 微信商业数据分析工程师（广州）,广州
产品/项目类,3,2019-03-13,position_detail.php?id=47636&keywords=&tid=0&lid=0,31498-高级项目经理,深圳
技术类,3,2019-03-13,position_detail.php?id=47626&keywords=&tid=0&lid=0,TME-QQ音乐后台开发工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47628&keywords=&tid=0&lid=0,TME-QQ音乐商业化Web前端工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47629&keywords=&tid=0&lid=0,TME-QQ音乐商业化Web前端工程师（深圳）,深圳
技术类,3,2019-03-13,position_detail.php?id=47630&keywords=&tid=0&lid=0,TME-QQ音乐Web前端工程师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47631&keywords=&tid=0&lid=0,25928-视觉设计师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47621&keywords=&tid=0&lid=0,31677-智能翻译设计组长（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47622&keywords=&tid=0&lid=0,WXG08-212 微信看一看产品策划经理（广州）,广州
职能类,1,2019-03-13,position_detail.php?id=47617&keywords=&tid=0&lid=0,21530-腾讯音乐企业文化经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47619&keywords=&tid=0&lid=0,CSIG16-车联网项目经理（北京）,北京
市场类,1,2019-03-13,position_detail.php?id=47620&keywords=&tid=0&lid=0,23292-互娱游戏品牌经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47615&keywords=&tid=0&lid=0,18434-web前端工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47609&keywords=&tid=0&lid=0,21228-集换式卡牌游戏运营经理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47610&keywords=&tid=0&lid=0,21228-集换式卡牌游戏版本管理（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47611&keywords=&tid=0&lid=0,21228-集换式卡牌游戏商业化策划（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47612&keywords=&tid=0&lid=0,21228- 游戏运营-版本数据岗,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47613&keywords=&tid=0&lid=0,21228-集换式卡牌游戏数据分析（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47600&keywords=&tid=0&lid=0,21527-腾讯音乐投资公司管理高级经理（北京）,北京
技术类,2,2019-03-13,position_detail.php?id=47601&keywords=&tid=0&lid=0,TME-腾讯音乐业务运维工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47602&keywords=&tid=0&lid=0,TME-腾讯音乐存储运维工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47603&keywords=&tid=0&lid=0,TME-腾讯音乐运营开发工程师（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47604&keywords=&tid=0&lid=0,PCG19-腾讯视频TV端视觉设计师（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47607&keywords=&tid=0&lid=0,30624-腾讯广告消费品广告策划经理（广州）,广州
技术类,1,2019-03-13,position_detail.php?id=47594&keywords=&tid=0&lid=0,25927-游戏测试经理（上海）,上海
,1,2019-03-13,position_detail.php?id=47595&keywords=&tid=0&lid=0,14914-安全产品公关经理（深圳）,深圳
市场类,1,2019-03-13,position_detail.php?id=47596&keywords=&tid=0&lid=0,30627-腾讯广告SMB区域业务拓展经理 （RGM)--南区,深圳
技术类,1,2019-03-13,position_detail.php?id=47598&keywords=&tid=0&lid=0,18436-数据分析/挖掘高级工程师（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47599&keywords=&tid=0&lid=0,21527-腾讯音乐投资公司管理高级经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47589&keywords=&tid=0&lid=0,31504-运营开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47590&keywords=&tid=0&lid=0,31504-高级数据运维工程师（DBA）,深圳
技术类,2,2019-03-13,position_detail.php?id=47591&keywords=&tid=0&lid=0,TME-腾讯音乐全民K歌音频算法工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47592&keywords=&tid=0&lid=0,CSIG14-市场监管产品经理,深圳
技术类,1,2019-03-13,position_detail.php?id=47593&keywords=&tid=0&lid=0,CSIG14-URL安全组后台开发工程师（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47578&keywords=&tid=0&lid=0,29912-后台架构工程师,深圳
技术类,3,2019-03-13,position_detail.php?id=47579&keywords=&tid=0&lid=0,31329-计算机视觉资深研究员,深圳
技术类,2,2019-03-13,position_detail.php?id=47582&keywords=&tid=0&lid=0,29912-增长移动端开发iOS,深圳
技术类,1,2019-03-13,position_detail.php?id=47583&keywords=&tid=0&lid=0,29912-数据分析-运营开发,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47584&keywords=&tid=0&lid=0,29912-数据产品经理,深圳
设计类,1,2019-03-13,position_detail.php?id=47570&keywords=&tid=0&lid=0,25929-沙盒类游戏技术美术（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47571&keywords=&tid=0&lid=0,25929-沙盒游戏高级系统策划（深圳）,深圳
技术类,2,2019-03-13,position_detail.php?id=47572&keywords=&tid=0&lid=0,25929-互娱沙盒类手游服务端开发（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47573&keywords=&tid=0&lid=0,23674-腾讯新闻客户端产品策划,北京
职能类,1,2019-03-13,position_detail.php?id=47564&keywords=&tid=0&lid=0,6486-秘书（深圳）,深圳
职能类,1,2019-03-13,position_detail.php?id=47565&keywords=&tid=0&lid=0,6486-秘书（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47566&keywords=&tid=0&lid=0,30623-腾讯广告联盟广告品牌运营经理（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47567&keywords=&tid=0&lid=0,23674-推荐算法高级工程师,北京
技术类,1,2019-03-13,position_detail.php?id=47568&keywords=&tid=0&lid=0,15581-游戏后台开发（深圳）,深圳
设计类,1,2019-03-13,position_detail.php?id=47569&keywords=&tid=0&lid=0,28966-游戏平台C4D品牌设计师（深圳）,深圳
技术类,3,2019-03-13,position_detail.php?id=47558&keywords=&tid=0&lid=0,CSIG17-云测试高级工程师,深圳
技术类,2,2019-03-13,position_detail.php?id=47559&keywords=&tid=0&lid=0,CSIG17-云测试高级工程师（AI和智能硬件相关）,深圳
技术类,1,2019-03-13,position_detail.php?id=47560&keywords=&tid=0&lid=0,25927-游戏高级测试工程师（成都）,成都
设计类,1,2019-03-13,position_detail.php?id=47561&keywords=&tid=0&lid=0,29911-用户研究员,深圳
技术类,2,2019-03-13,position_detail.php?id=47555&keywords=&tid=0&lid=0,20503-智慧零售Linux后台研发工程师（上海）,上海
技术类,1,2019-03-13,position_detail.php?id=47556&keywords=&tid=0&lid=0,20503-深度学习智慧零售应用研发工程师（上海）,上海
市场类,1,2019-03-13,position_detail.php?id=47557&keywords=&tid=0&lid=0,30624-腾讯广告消费电子行业销售经理（北京 ）,北京
市场类,1,2019-03-13,position_detail.php?id=47549&keywords=&tid=0&lid=0,30627-腾讯广告SMB直销业务经理-（渠道赋能）,深圳
设计类,1,2019-03-13,position_detail.php?id=47550&keywords=&tid=0&lid=0,31677-用户研究组长（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47543&keywords=&tid=0&lid=0,31329-计算机视觉专家研究员,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47544&keywords=&tid=0&lid=0,CSIG02-腾讯云泛政府行业产品运营组组长（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47545&keywords=&tid=0&lid=0,25663-腾讯云海外行业专家(北京/上海/深圳)（深圳总部）,深圳
技术类,1,2019-03-13,position_detail.php?id=47546&keywords=&tid=0&lid=0,25663-腾讯云海外行业专家(北京/上海/深圳)（北京）,北京
技术类,1,2019-03-13,position_detail.php?id=47547&keywords=&tid=0&lid=0,25663-腾讯云海外行业专家(北京/上海/深圳)（上海）,上海
设计类,1,2019-03-13,position_detail.php?id=47548&keywords=&tid=0&lid=0,15616-高级动画师,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47538&keywords=&tid=0&lid=0,22989-腾讯云高级项目经理（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47539&keywords=&tid=0&lid=0,31504-高级运营开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47540&keywords=&tid=0&lid=0,31504-Web前端开发工程师,深圳
技术类,1,2019-03-13,position_detail.php?id=47541&keywords=&tid=0&lid=0,22989-腾讯云CVM产品前端开发工程师（深圳）,深圳
技术类,1,2019-03-13,position_detail.php?id=47542&keywords=&tid=0&lid=0,22989-腾讯云运营开发（深圳）,深圳
内容编辑类,1,2019-03-13,position_detail.php?id=47532&keywords=&tid=0&lid=0,17757-内容运营分析,北京
技术类,1,2019-03-13,position_detail.php?id=47533&keywords=&tid=0&lid=0,30360-QQ会员-Android开发工程师（深圳）,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47534&keywords=&tid=0&lid=0,18402-RPG手游市场运营,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47536&keywords=&tid=0&lid=0,15575-《QQ三国》商业化活动运营（成都）,成都
产品/项目类,1,2019-03-13,position_detail.php?id=47537&keywords=&tid=0&lid=0,21309-企鹅辅导产品运营经理,深圳
设计类,1,2019-03-13,position_detail.php?id=47526&keywords=&tid=0&lid=0,15618-游戏UI设计师（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47527&keywords=&tid=0&lid=0,15618-MMORPG策划（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47528&keywords=&tid=0&lid=0,15618-手游系统策划（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47529&keywords=&tid=0&lid=0,15618-手游文案策划（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47530&keywords=&tid=0&lid=0,19407-移动游戏社区运营策划（上海）,上海
技术类,3,2019-03-13,position_detail.php?id=47531&keywords=&tid=0&lid=0,CSIG17-云高级测试开发工程师,深圳
产品/项目类,1,2019-03-13,position_detail.php?id=47521&keywords=&tid=0&lid=0,15570-FPS系统策划,深圳
技术类,1,2019-03-13,position_detail.php?id=47522&keywords=&tid=0&lid=0,25927-应用开发高级工程师（上海）,上海
产品/项目类,1,2019-03-13,position_detail.php?id=47523&keywords=&tid=0&lid=0,15618-手游关卡策划（上海）,上海
设计类,1,2019-03-13,position_detail.php?id=47524&keywords=&tid=0&lid=0,15618-2D场景设计师（上海）,上海
设计类,1,2019-03-13,position_detail.php?id=47525&keywords=&tid=0&lid=0,15618-3D特效设计师（上海）,上海
